name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility,staff_pick,prelaunch_activated,video_present,duration_days,prep_time_days
CHARLIE PORTER: The Debut Album,successful,1.0262119137797132,6.0,7.0,8.0,7.0,8.0,9.0,2.0,9.0,0,0,1,30.169050925925927,1.0849189814814815
Anything To Find You,successful,0.414247146539094,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,0,1,1,30.0,15.206898148148149
Star Marshal,successful,0.16785567014906744,6.0,8.0,8.0,7.0,7.0,8.0,3.0,9.0,0,1,0,21.241875,6.904988425925926
Drawing Aces Comics Group Anthology #1-,successful,0.591409806683818,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,1,1,60.0,129.4324074074074
Deanna of the Dead The Collected Nights Vol. 2 William Skaar,successful,0.27513456940006176,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,24.068530092592592,18.409421296296298
Droplet: Smart Home Water Sensor,successful,0.18886722936499067,9.0,8.0,8.0,8.0,8.0,7.0,6.0,9.0,1,1,1,30.0,41.52116898148148
She is....,successful,0.5263065605927841,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,0,0,1,30.979652777777776,15.061736111111111
Fabled - Debut Album,successful,0.6020857979674088,8.0,7.0,9.0,6.0,5.0,4.0,7.0,8.0,0,0,1,30.0,44.061527777777776
Dtronics DT-303,successful,0.9240032319329383,8.0,9.0,9.0,8.0,7.0,8.0,5.0,9.0,0,0,0,29.958333333333332,50.489328703703706
That Old Feeling - A New CD From Jazz Pianist Ben Paterson,successful,0.7233233280629647,8.0,8.0,9.0,9.0,9.0,8.0,2.0,9.0,0,0,1,30.0,7.466782407407408
River,successful,0.24740186879485093,8.0,7.0,9.0,6.0,5.0,7.0,2.0,8.0,1,1,1,30.0,76.39929398148148
Epilogue of Change: Season One,failed,3.301900696048863,8.0,6.0,7.0,5.0,6.0,4.0,9.0,8.0,0,1,1,26.228854166666668,252.26163194444445
Lost Worlds of Fantasy & Science Fiction Volume 2,successful,0.47094850041409897,8.0,6.0,7.0,5.0,6.0,7.0,3.0,8.0,0,0,1,7.0,1.2519560185185186
PX248WAVE Gaming Monitor,successful,0.939224152899244,8.0,9.0,9.0,8.0,7.0,7.0,4.0,9.0,0,0,0,59.958333333333336,19.15167824074074
WHISPER OF A SHADOW - Homage to Louis Moreau Gottschalk,successful,0.9474796731819102,6.0,8.0,9.0,7.0,5.0,4.0,3.0,7.0,0,0,1,30.611435185185186,63.49353009259259
"Jazz: The George Kahn Trio with Alex Acuna, Lyman Medeiros",successful,0.733626338603699,8.0,8.0,9.0,7.0,8.0,7.0,4.0,9.0,0,0,1,39.46767361111111,68.59619212962963
I Love a Good Book,successful,0.21037247452493246,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,28.35375
Falso Mutis: nuestra Ãpera Prima,successful,2.4017203669739295,6.0,5.0,7.0,8.0,7.0,6.0,3.0,8.0,1,0,1,60.0,4.927685185185185
"The Farce Awakens, A Musical Parody",successful,0.8194906611485531,6.0,7.0,8.0,7.0,6.0,5.0,9.0,7.0,0,0,1,30.0,1.9277893518518519
Hysteria: One Man Gang 2,successful,0.3548029479133885,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.436516203703704,25.82755787037037
Animated YouTube series title TBD,failed,9.035747223462229,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,0,0,0,59.983136574074074,0.0703587962962963
Spooky Tree Dice Tower (3D Printable STL Files),successful,3.049424073926714,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,0,0,0,30.0,0.9252430555555555
Bello: Purify & Enhance your water at home.,successful,0.23894873807647987,9.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,1,1,1,30.0,233.73842592592592
Kegr: A Simple and Smart Electronic Beer Keg Tap,successful,1.1014285093358156,9.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,0,1,1,30.0,256.573599537037
Grime Scene,successful,0.648749359552977,8.0,7.0,9.0,8.0,7.0,6.0,4.0,9.0,0,0,1,41.68490740740741,13.284837962962962
Recording an EP Album,successful,2.838114027184735,6.0,2.0,7.0,3.0,4.0,5.0,8.0,4.0,0,0,1,57.15440972222222,1.9617708333333332
Amy's Balancing Act - An Illustrated Children's Book,successful,0.21251618018558793,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,22.0,70.31770833333333
Cheek (and other stories),successful,0.5759377349225359,4.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,0,0,1,21.0,1.0188425925925926
'MOJO' by Jez Butterworth,successful,0.7884485749973202,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,0,0,1,47.242094907407406,12.275914351851851
LAMENT,failed,8.997515957777019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,30.0,18.691898148148148
The Tale of The Lost Avatar TTRPG,failed,9.232646932053747,8.0,6.0,7.0,6.0,7.0,5.0,3.0,8.0,0,0,1,30.0,0.7551388888888889
Jago Dibuja - Epic International Campaign,successful,0.2670801762510666,4.0,6.0,7.0,5.0,8.0,3.0,2.0,9.0,0,1,0,14.0,116.18303240740741
Oralfly: The first high-speed toothpaste spray toothbrush,successful,0.33757765722956745,9.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,0,1,1,30.0,47.420902777777776
Surfing Waves with Menlowe Ballet,successful,0.7881218516813526,8.0,6.0,7.0,5.0,4.0,6.0,2.0,8.0,0,0,1,30.0,15.193715277777779
Andy Nowak Trio Album 2 - Recording & Production,successful,0.8010225902512047,8.0,6.0,7.0,5.0,6.0,7.0,4.0,9.0,0,0,1,30.0,1111.8062037037037
Crooked Philosophy by Bill Barrett and Marcus Watkins,successful,0.6652894464291259,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,0,0,1,20.0,2.0919675925925927
The Imagination Machine,successful,0.44775628031245684,8.0,7.0,9.0,8.0,7.0,6.0,3.0,9.0,0,1,1,30.0,53.465520833333336
Examen Masterclass,failed,9.007277911381061,8.0,7.0,9.0,8.0,7.0,6.0,4.0,8.0,0,0,1,30.0,11.538194444444445
The Order : A Harry Potter Fan Fiction Webseries,failed,7.04659656055302,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,0,1,1,59.958333333333336,3.761064814814815
Girls of Bad Donut Comics Cosplay Artbook 1-3 (430+ PAGES),successful,0.2584801162371153,4.0,6.0,7.0,5.0,6.0,7.0,2.0,8.0,0,1,0,21.0,66.25724537037037
All That Remains by Anna PaÃlick (EN/DE),successful,0.2680486342374344,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,45.0,12.775543981481482
100 Settlements for DnD 5e!,successful,0.29559643113289846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,35.22487268518518,4.2068055555555555
"""The Songs of The Rat Pack"" CD / Album",successful,0.7559558248529008,8.0,9.0,9.0,8.0,8.0,7.0,2.0,9.0,0,0,0,26.172800925925927,4.153692129629629
Trevor Watts / Stephen Grew duo CD,successful,1.2523478764041163,8.0,7.0,9.0,8.0,6.0,7.0,2.0,9.0,0,0,0,29.958333333333332,0.04144675925925926
"Stan Bann's ""Penmanship"" Jazz Trombone Recording",successful,1.0266605110130766,8.0,9.0,10.0,8.0,7.0,6.0,4.0,9.0,0,0,1,30.0,1146.1259375
#MESSY: A One-Woman-Show from Brazil to Hollywood!,failed,9.279787083189705,8.0,2.0,8.0,8.0,6.0,6.0,2.0,8.0,0,1,1,30.0,44.646203703703705
The Parishioner - A Hellarious Tale of Good and Evil.,failed,9.16080892082985,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,1,1,47.21869212962963,12.801967592592593
Angry Birds - A Graphic Novel Collection,successful,0.28621778909718953,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,439.553587962963
Enchanting Realms VII,successful,0.38730723487355956,4.0,8.0,6.0,3.0,5.0,7.0,2.0,7.0,0,0,0,21.11755787037037,13.206087962962963
City Calm Down,successful,0.5677230305259928,6.0,4.0,7.0,5.0,3.0,6.0,2.0,8.0,1,0,1,25.0,37.437789351851855
concorDance contemporary - A New Dance Company,successful,0.7274631340922599,2.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,0,0,1,30.0,18.320104166666667
David's Jazz Recording Project,successful,0.8212057927800076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,30.0,5.6318171296296295
"The Last Abraxan, a retro 1970s style sci-fi comic book",successful,0.1919221866673615,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,115.74395833333334
"VERNE: Simple Rules, Open World, Endless Adventure!",successful,0.1687971839688096,6.0,8.0,9.0,7.0,6.0,8.0,4.0,8.0,1,1,1,30.0,146.13646990740742
FLEX Dance Company: Summer 2012 Tour,successful,0.50600041407734,8.0,6.0,7.0,5.0,6.0,4.0,8.0,7.0,0,0,1,25.272881944444446,21.623958333333334
Help get 'The Sisters Fig' get to Edinburgh Fringe 2024!,failed,8.29147824297123,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,37.49982638888889,109.85927083333333
"Teacher, The Musical",failed,9.49624163445692,5.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,0,0,0,60.0,41.31803240740741
Jazz Saxophonist Rahsaan Barber's Upcoming Recording Project,successful,0.8576434847250036,8.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,0,0,1,30.522662037037037,0.5851967592592593
Janet Lawson,successful,0.8107740146969333,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,0,0,1,35.041666666666664,0.12006944444444445
One Little Pig-Chinese bilingual children's book with Pinyin,successful,0.23497719930951955,9.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,1,1,1,30.0,95.90462962962962
'This Small King' Children's Book,successful,0.5280847739107319,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,21.32728009259259,227.84568287037038
"Read, Write, and Count in Nubian: â²â²â²£â², â²«â²Ìâ²Ì, â²Ìâ²â²â²£!",successful,0.21611260467519267,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,33.0,15.598032407407407
Introverting: Comics About Life at Lower Volume,successful,0.8668395871920087,8.0,6.0,9.0,7.0,5.0,7.0,2.0,8.0,0,0,1,50.00314814814815,10.042037037037037
Lords on the Piss: Issue 1+2,successful,0.3822756344306788,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,789.6517013888889
iCleaningo Toilet Bidet Seat: Brings Joy to Your Daily Life,successful,0.7729139240740102,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,71.29627314814815
CityCrushers : Epic Battles,successful,0.36220920860156713,8.0,9.0,9.0,8.0,8.0,9.0,6.0,9.0,0,1,1,30.255636574074074,22.14923611111111
Planet Shark | STL & Physical miniatures,successful,0.11329079857053892,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,21.0,90.05155092592592
Korhan Basaran and the Artists' Fall Season / 3 Performances,successful,0.7723559053625317,2.0,0.0,3.0,2.0,2.0,3.0,4.0,3.0,0,0,1,32.2316087962963,23.242199074074072
DeadPan Monkeys,successful,0.6293168870549126,6.0,4.0,7.0,5.0,6.0,3.0,2.0,8.0,0,0,1,11.902650462962963,31.948275462962965
AKIMBO,successful,0.6831964616253561,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,0,1,30.0,17.921215277777776
A Gift for Popo (an AAPI children's book),successful,0.24775720572065119,8.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0,1,1,1,20.58474537037037,126.44888888888889
EKSA S30 : Open-Ear Air Conduction True Wireless Headset,successful,1.4437525611648239,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.0,19.222002314814816
Hanafuda Koi-Koi Large-Format Edition,successful,0.1739483995093205,8.0,9.0,9.0,8.0,8.0,7.0,4.0,9.0,1,1,1,17.62329861111111,140.88439814814814
Wayne & Shuster Live!,failed,8.708694794201083,8.0,9.0,9.0,8.0,8.0,8.0,6.0,9.0,0,1,0,23.131782407407407,10.160462962962963
Secret City Improv Festival,failed,9.003334659580013,8.0,7.0,9.0,8.0,6.0,7.0,3.0,8.0,0,0,1,35.03320601851852,40.73039351851852
Rebecca Kleinmann Tour Support,successful,0.7561098023266888,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,16.189027777777778,0.43399305555555556
See You in Hell #1 : a Super-Horror Comic about Love and War,successful,0.3893447765238156,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,133.16165509259258
Lunar Smoke & Friends: Summer Special - a fun beach issue,successful,0.21761820040708812,6.0,4.0,7.0,8.0,5.0,3.0,2.0,8.0,0,1,0,13.637893518518519,27.516053240740742
Qbeamer A80: True 4K UHD Projector with Google Certified,successful,0.6606764494117046,8.0,9.0,8.0,7.0,8.0,7.0,6.0,9.0,0,1,1,30.0,12.402384259259259
Unitatem CULTURAâ¢: More yield with sustainable tech!,successful,0.876701037826515,8.0,4.0,9.0,7.0,6.0,8.0,2.0,7.0,0,1,1,46.06109953703704,10.075474537037037
Unmasking Feelings: A Lift-the-Mask Children's Book,successful,0.4031393870765576,9.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,1,0,1,31.44042824074074,42.6165162037037
Full Send: A Tarot-Powered Mountaineering RPG,successful,0.2322191468525736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.0,100.86200231481482
LAURIE M. TAYLOR/SOUL MOVEMENT!,successful,0.559870900209104,4.0,3.0,6.0,7.0,3.0,5.0,2.0,7.0,0,0,1,12.607662037037038,3.656099537037037
1969 in NYC,successful,0.8698627418100069,6.0,3.0,7.0,5.0,4.0,6.0,2.0,7.0,0,0,1,30.0,3.247453703703704
Threshold,successful,0.6552484681299386,4.0,6.0,7.0,5.0,3.0,3.0,8.0,6.0,0,0,1,41.216145833333336,17.294166666666666
Kirk Lindo's SUPER FANTASY GIRLS V01 Sketch Book Variants,successful,0.5546261255000717,4.0,8.0,7.0,6.0,5.0,3.0,2.0,9.0,0,0,0,7.0,486.81172453703704
The Flawless Universe Presents: Americammy #2 First Recruits,successful,0.27003698457037983,9.0,9.0,8.0,7.0,8.0,8.0,2.0,9.0,0,1,1,28.200277777777778,94.85464120370371
Contradiction,successful,0.5975029821917033,5.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,0,0,1,22.34747685185185,6.017453703703704
Andrew Hartman's New Album,successful,0.8954070880231613,4.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,0,0,1,31.0,95.14001157407408
Ratio Four: a compact and powerful single-cup coffee maker.,successful,0.4581576902415585,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,46.279155092592596,21.144513888888888
Sama the Slug,successful,0.6090878327157745,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,0,1,1,59.7187962962963,10.943634259259259
Raptor Ruckus RPG,successful,0.184578920069004,8.0,9.0,9.0,8.0,7.0,8.0,2.0,9.0,1,1,1,29.958171296296296,131.82685185185184
BorN [being OR nothingness],successful,0.762812584779462,8.0,7.0,9.0,8.0,6.0,7.0,3.0,9.0,0,0,1,30.265439814814815,62.957256944444445
Haus of Science,failed,9.443594613805708,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,0,0,0,60.0,4.103090277777778
It's MISS HOPE SPRINGS,failed,1.2097086878456187,6.0,7.0,8.0,9.0,8.0,7.0,2.0,9.0,1,0,0,29.958333333333332,28.092465277777777
Steamboat Willie And The Sailor Man,successful,0.43322377359729214,2.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,0,1,0,31.021157407407408,6.9889120370370375
"WoFi, A Cloud Connected Sampler Synthesizer",successful,0.3336491190264568,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.041666666666668,138.42253472222222
ORICO: Ultra fast 40Gbps M.2 Smart SSD Enclosure,successful,0.9223021247713703,8.0,8.0,9.0,8.0,8.0,7.0,4.0,9.0,0,1,1,30.041666666666668,39.2358912037037
Pickup is an environmental monitor for the rest of us.,successful,0.23240078970783618,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.041666666666668,215.99634259259258
Bino-Bono and the whale / Bino Bono und der Wal,successful,0.43199660722270217,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,33.0,431.50533564814816
A is for Agbada: An African Alphabet Adventure,successful,0.2521789540587538,8.0,7.0,9.0,8.0,6.0,7.0,4.0,8.0,1,1,1,30.374918981481482,29.373564814814817
Lorraine Baker's Eden - A tribute to Ed Blackwell,successful,0.7768352982526694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,35.0,2.1300347222222222
Akashic Soul Alchemy Oracle Deck,successful,0.4844921801727864,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,12.101331018518518
Aetherial Expanse: Dreams of the Drowned God,successful,0.16322375665713817,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,24.416550925925925,145.56519675925927
"Panacea Performing Arts - ""Perseverance""",successful,0.9493993722936178,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,0,0,1,31.0,19.220023148148147
Six Degrees Dance: Responding to Injustice,successful,1.1426181276311553,6.0,5.0,7.0,8.0,6.0,4.0,3.0,7.0,0,0,1,18.307083333333335,1.1742708333333334
"OTALANG SVERIGE med Glenn HysÃ©n, Niklas Andersson m.fl.",failed,9.262389922931153,6.0,7.0,8.0,7.0,8.0,6.0,4.0,8.0,0,0,1,48.23074074074074,1.7406597222222222
Segway Power Station Cube Series - Power Beyond Limits,successful,0.2626280387756197,8.0,9.0,9.0,8.0,7.0,6.0,4.0,9.0,1,1,1,30.0,43.49523148148148
Baron Bloodstar #1 Ashcan Comic + Action Figure!,successful,0.7565613756823142,6.0,6.0,8.0,7.0,7.0,8.0,4.0,8.0,1,0,1,30.0,21.54173611111111
THE MAN FROM MICTLAN Issue #1,successful,0.38414548146632144,8.0,9.0,9.0,8.0,8.0,8.0,6.0,9.0,0,1,1,30.0,15.49074074074074
My Crowning Glory,successful,0.20137987418693992,6.0,4.0,7.0,8.0,5.0,6.0,2.0,8.0,1,1,1,20.670810185185186,39.50560185185185
Three Weeks In The Streets + RÃ¥ Power [MÃ¶rk Borg],successful,0.13245936710313488,2.0,8.0,9.0,6.0,4.0,5.0,8.0,7.0,1,1,1,31.0,117.3822800925926
Villains & Foes for 5e Dungeons & Dragons,successful,0.1573707877689967,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,16.916574074074074,6.8080439814814815
Tony Slattery's Crimes Against Improv - theatre tour,failed,3.119066020277308,8.0,6.0,7.0,5.0,7.0,6.0,4.0,7.0,0,0,1,30.005717592592593,41.04315972222222
Clown Scenes,failed,9.392063641935259,2.0,0.0,3.0,2.0,3.0,2.0,4.0,2.0,0,0,0,30.0,0.1832175925925926
TobÃ­as en el Fin del Mundo,failed,8.113407102956153,8.0,6.0,7.0,5.0,6.0,4.0,9.0,7.0,0,0,1,38.777997685185184,5.095046296296296
Panels in Paradise: The Indie Swimsuit Edition,successful,0.6211230549991509,8.0,7.0,9.0,8.0,7.0,8.0,3.0,9.0,0,1,1,30.0,66.73981481481482
Frankenstein the Unconquered - Special Edition Hardcover,successful,0.28335829722443195,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,23.0,27.947766203703704
To the Earth and Back,successful,0.2406874493251332,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,1,1,1,30.0,59.51034722222222
Delve 3rd Edition,successful,0.21546429662735234,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.10730324074074,741.6766666666666
Occult Rituals â Summonings of the End,successful,0.34056046598190837,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,0,1,0,20.311747685185185,3.3247569444444443
Sinbound Temple | Dark Fantasy Terrain,successful,0.20341106448897306,8.0,8.0,9.0,7.0,8.0,8.0,4.0,9.0,0,1,1,21.0,70.3915625
The long awaited Issue #6 of DOSE! is finally here!,successful,0.5127025433486598,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1,0,0,30.0,223.87690972222222
Viral: By RZP,successful,0.7386031609090804,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,0,0,35.55765046296296,33.77715277777778
Hellstones: Book #0 â A Supernatural Action Prologue Comic,successful,0.5067523628135184,8.0,9.0,9.0,8.0,8.0,7.0,6.0,9.0,0,1,1,37.0,40.49446759259259
Don Quijote cabalga de nuevo.,failed,9.017265512894804,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,0,1,25.734293981481482,26.265706018518518
"""CorazÃ³n. DesazÃ³n."" LETEO//TEATRO",failed,9.350783082452661,8.0,7.0,9.0,6.0,5.0,4.0,3.0,8.0,0,0,1,30.0,7.038206018518519
Lysistrata by Aristophanes - The Original Burlesque Comedy,failed,8.5530363625823,4.0,6.0,8.0,7.0,5.0,3.0,2.0,8.0,0,0,0,9.576134259259259,0.03803240740740741
"SenseCAP T1000, track what you care with no boundaries",successful,0.23190021609467149,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,18.040810185185187,28.385358796296295
"Embodiment Project's ""House of Matter""",successful,0.6922810285922965,6.0,4.0,7.0,5.0,3.0,3.0,8.0,6.0,0,0,1,39.20375,13.998599537037038
RISE #1-4: A Superhero Drama for a New Age,successful,0.25767620641698796,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,34.47736111111111,115.41303240740741
"Space Between 2025 Tour Exclusives: Destiny, NY & Wild Wisps",successful,0.21829831840462166,6.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,0,1,1,7.500416666666666,10.861064814814815
Porter Loves Cleo,successful,0.6315019780065556,6.0,3.0,7.0,8.0,4.0,2.0,8.0,7.0,0,1,1,30.0,4.975671296296296
Jurassic Lark The Musical Concept Cast Recording,failed,8.06909936189253,8.0,7.0,9.0,6.0,5.0,7.0,2.0,8.0,0,0,1,29.997210648148148,14.138287037037037
Kung Ubu - Sommarteater i HÃ¶ganÃ¤s och Landskrona,failed,7.484201742186423,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1,30.0,29.01364583333333
Picasso at The Lapin Agile,failed,6.0453947923131235,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,0,0,1,42.72980324074074,1.090289351851852
Cards Against Humanity: The Improvised Musical,failed,9.556041013056737,4.0,2.0,6.0,7.0,3.0,5.0,3.0,6.0,0,0,0,35.0,0.1631712962962963
Audube: Intelligent Monitor to Protect Your Home,successful,1.2409735283714585,8.0,9.0,9.0,8.0,8.0,7.0,4.0,9.0,0,1,1,30.0,24.46667824074074
The Tragedy of Othello,successful,0.4374106658871779,8.0,9.0,9.0,8.0,8.0,7.0,6.0,9.0,0,1,1,30.0,2542.399502314815
My Gut is my BFF,successful,0.5662409779040889,6.0,4.0,8.0,7.0,5.0,6.0,3.0,8.0,0,1,0,30.0,17.780925925925924
The Mighty Kern River,successful,0.6548563785281603,6.0,8.0,9.0,7.0,5.0,6.0,4.0,7.0,0,0,1,41.144641203703706,37.23875
Stella,successful,0.33247930103945667,8.0,7.0,9.0,6.0,6.0,7.0,4.0,8.0,1,0,1,30.0,50.326516203703704
Mass Quave - Mads Houe & The Quavers Debut Album,successful,1.5026715768838605,1.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,0,0,1,30.0,4.062395833333333
Clay for Us Sinners,failed,9.605385054358274,2.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,0,0,0,42.133969907407405,2.9036458333333335
Henna art on pottery,failed,9.144638878136087,6.0,4.0,7.0,5.0,6.0,7.0,3.0,8.0,0,0,0,30.0,0.04815972222222222
Midsouth Food Truck Festival,failed,9.674835807157327,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,56.04011574074074,0.7507754629629629
Drummer needs to Drum!,failed,9.571264446351243,8.0,0.0,8.0,4.0,6.0,6.0,2.0,6.0,0,0,0,30.0,0.04334490740740741
Quick Shacks - Off-site custom design & on-site assembly!,failed,9.612090947485378,8.0,6.0,8.0,6.0,6.0,6.0,4.0,8.0,0,0,0,30.0,0.09136574074074075
Give The Dog A Bone,failed,9.381506328784136,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,0,0,0,10.0,6.000625
Let's Build An Underwater Water Park!,failed,9.654982488513367,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,0,0,0,60.0,1.5599074074074073
The Treehouse at Cornell,failed,4.1177472458808415,8.0,9.0,9.0,8.0,8.0,8.0,6.0,9.0,1,0,1,19.0,81.49398148148148
Elementary School Age Children Back to School Party,failed,8.742232979720782,8.0,6.0,7.0,5.0,6.0,7.0,4.0,8.0,0,0,0,30.0,21.191898148148148
Mr.Quin's Wood Fired Pottery Kiln,failed,8.205997902273602,6.0,8.0,8.0,7.0,7.0,8.0,4.0,8.0,0,0,1,30.0,5.472766203703704
Make Me a Chef,failed,9.522564017383527,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,0,0,0,45.0,17.185046296296296
"'CURSE or CURE?' goes to Chelsea Physic Garden, London, UK",failed,4.31474665516141,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,24.062627314814815,0.2799189814814815
Cool Caddy Â®,failed,9.34350388537114,8.0,7.0,9.0,8.0,7.0,8.0,3.0,9.0,0,0,1,45.0,502.0464351851852
Best Personal Rum Cake,failed,9.723662004506748,4.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,0,0,0,30.0,1.7521412037037036
Rockin' BBQ Chicken,failed,8.495509570820921,2.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,0,0,0,30.0,1.0372222222222223
project SÄra- an underground dining platform,failed,9.547658640381044,8.0,8.0,9.0,9.0,8.0,8.0,2.0,9.0,0,0,0,45.0,6.277430555555555
Birthday Celebration for Makaiwi,failed,9.411132265655922,6.0,5.0,7.0,8.0,8.0,7.0,3.0,8.0,0,0,0,30.696689814814814,3.273738425925926
Matt Ramsdale Personal Chef,failed,8.462227224419491,5.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,0,0,0,30.0,1.7033912037037038
LunaFro Art: Stepless Speed MicroFoam Maker For Latte Art,successful,0.3537755068008763,8.0,9.0,9.0,8.0,8.0,7.0,3.0,9.0,0,1,1,60.0,62.128796296296294
DiceHeart - Board Game CafÃ©,successful,0.9639261437179314,8.0,6.0,9.0,7.0,8.0,7.0,4.0,8.0,0,0,0,31.0,43.434386574074075
Koffie Kenner: Discover the World of Specialty Coffee,successful,0.8176528260224669,8.0,9.0,9.0,9.0,8.0,8.0,4.0,9.0,1,0,1,30.0,44.94695601851852
Lortz Liquor Start Up,successful,4.476506200430582,6.0,8.0,9.0,7.0,6.0,8.0,4.0,8.0,0,0,1,46.0,23.94792824074074
Fawna Tarot: Your intuitive guidance,successful,0.2169624209780252,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,362.18364583333334
Mirror Muse Oracle Deck,successful,0.6784550698374237,8.0,7.0,9.0,8.0,6.0,7.0,3.0,9.0,0,1,1,60.0,18.70505787037037
CHIU STYLE Vegan Asian Seasonings & Premium Teas,successful,0.6531088452620559,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,46.202141203703704
